Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Weber St,1-1-0,50.0%,50.0%,-4.3,0-1-0,0.0%,100.0%,-16.5,1-0-0,100.0%,0.0%,+8.0,1-0-0,100.0%,0.0%,+8.0,0-1-0,0.0%,100.0%,-16.5,1-1-0,50.0%,50.0%,-4.3,1-1-0,50.0%,50.0%,-4.3,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,1-0-0,100.0%,0.0%,+8.0,,,,,0-1-0,0.0%,100.0%,-16.5
S Indiana,2-2-0,50.0%,50.0%,-1.0,1-1-0,50.0%,50.0%,4.5,1-0-0,100.0%,0.0%,+11.0,1-2-0,33.3%,66.7%,-5.0,,,,,2-1-0,66.7%,33.3%,-0.7,2-2-0,50.0%,50.0%,-1.0,,,,,0-1-0,0.0%,100.0%,-2.0,,,,,1-0-0,100.0%,0.0%,+0.5,0-1-0,0.0%,100.0%,-13.5,1-0-0,100.0%,0.0%,0.5,0-2-0,0.0%,100.0%,-7.8
St. Thomas,1-1-0,50.0%,50.0%,+7.3,1-0-0,100.0%,0.0%,20.0,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,1-1-0,50.0%,50.0%,+7.3,1-1-0,50.0%,50.0%,7.3,0-1-0,0.0%,100.0%,-5.5,1-0-0,100.0%,0.0%,20.0,0-0-0,0.0%,0.0%,--,,,,,0-1-0,0.0%,100.0%,-5.5,0-0-0,0.0%,0.0%,--,0-1-0,0.0%,100.0%,-5.5,1-0-0,100.0%,0.0%,+20.0
Coppin St,2-3-0,40.0%,60.0%,-10.7,1-2-0,33.3%,66.7%,-13.0,0-1-0,0.0%,100.0%,-31.0,2-2-0,50.0%,50.0%,-5.6,,,,,2-2-0,50.0%,50.0%,-8.5,2-3-0,40.0%,60.0%,-10.7,,,,,0-1-0,0.0%,100.0%,-19.5,,,,,1-1-0,50.0%,50.0%,-7.3,,,,,1-1-0,50.0%,50.0%,-7.3,1-1-0,50.0%,50.0%,-4.0
Stonehill,2-3-0,40.0%,60.0%,-7.9,0-1-0,0.0%,100.0%,-7.5,1-1-0,50.0%,50.0%,-13.0,0-3-0,0.0%,100.0%,-16.7,1-0-0,100.0%,0.0%,+7.0,1-2-0,33.3%,66.7%,-11.8,1-3-0,25.0%,75.0%,-10.8,,,,,1-0-0,100.0%,0.0%,+3.5,0-1-0,0.0%,100.0%,-7.5,1-0-0,100.0%,0.0%,+7.0,1-1-0,50.0%,50.0%,-13.0,1-1-0,50.0%,50.0%,-3.0,0-1-0,0.0%,100.0%,-13.0
Arkansas St,1-2-0,33.3%,66.7%,-4.3,1-1-0,50.0%,50.0%,1.0,1-0-0,100.0%,0.0%,+6.5,0-1-0,0.0%,100.0%,-15.0,0-1-0,0.0%,100.0%,-4.5,0-1-0,0.0%,100.0%,-4.5,0-1-0,0.0%,100.0%,-4.5,1-1-0,50.0%,50.0%,-4.3,1-1-0,50.0%,50.0%,-4.3,,,,,,,,,0-1-0,0.0%,100.0%,-15.0,,,,,0-2-0,0.0%,100.0%,-9.8
Nebraska,1-2-0,33.3%,66.7%,-13.3,1-0-0,100.0%,0.0%,5.5,1-1-0,50.0%,50.0%,-13.8,,,,,0-2-0,0.0%,100.0%,-22.8,,,,,,,,,1-2-0,33.3%,66.7%,-13.3,1-2-0,33.3%,66.7%,-13.3,,,,,,,,,0-2-0,0.0%,100.0%,-22.8,,,,,0-1-0,0.0%,100.0%,-12.5
Oregon,1-2-0,33.3%,66.7%,-2.2,1-1-0,50.0%,50.0%,-2.0,1-0-0,100.0%,0.0%,+21.5,,,,,0-2-0,0.0%,100.0%,-14.0,,,,,,,,,1-2-0,33.3%,66.7%,-2.2,1-2-0,33.3%,66.7%,-2.2,,,,,,,,,0-1-0,0.0%,100.0%,-2.5,,,,,0-2-0,0.0%,100.0%,-14.0
Brown,1-2-0,33.3%,66.7%,-5.0,1-0-0,100.0%,0.0%,2.5,1-2-0,33.3%,66.7%,-5.0,0-2-0,0.0%,100.0%,-8.8,,,,,1-0-0,100.0%,0.0%,2.5,,,,,1-2-0,33.3%,66.7%,-5.0,0-2-0,0.0%,100.0%,-8.8,,,,,,,,,0-2-0,0.0%,100.0%,-8.8,,,,,,,,
Illinois,1-2-0,33.3%,66.7%,-2.5,1-0-0,100.0%,0.0%,34.0,1-1-0,50.0%,50.0%,+1.8,,,,,0-2-0,0.0%,100.0%,-20.8,,,,,,,,,1-2-0,33.3%,66.7%,-2.5,1-2-0,33.3%,66.7%,-2.5,,,,,,,,,0-1-0,0.0%,100.0%,-11.0,0-1-0,0.0%,100.0%,-30.5,0-1-0,0.0%,100.0%,-11.0
Virginia,1-2-0,33.3%,66.7%,-7.7,,,,,0-2-0,0.0%,100.0%,-12.5,,,,,1-1-0,50.0%,50.0%,-6.8,,,,,1-0-0,100.0%,0.0%,2.0,0-2-0,0.0%,100.0%,-12.5,0-2-0,0.0%,100.0%,-12.5,,,,,,,,,1-2-0,33.3%,66.7%,-7.7,,,,,1-0-0,100.0%,0.0%,+2.0
Georgia St,1-2-0,33.3%,66.7%,+1.8,1-1-0,50.0%,50.0%,3.8,0-2-0,0.0%,100.0%,-6.3,0-1-0,0.0%,100.0%,-2.0,1-0-0,100.0%,0.0%,+18.0,1-1-0,50.0%,50.0%,8.0,1-1-0,50.0%,50.0%,8.0,0-1-0,0.0%,100.0%,-10.5,0-1-0,0.0%,100.0%,-10.5,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-2.0,1-0-0,100.0%,0.0%,+18.0
Alabama,1-2-1,33.3%,66.7%,-9.0,1-1-1,50.0%,50.0%,-1.3,0-0-1,0.0%,0.0%,0.0,,,,,1-2-0,33.3%,66.7%,-12.0,1-0-0,100.0%,0.0%,0.5,,,,,1-2-1,33.3%,66.7%,-9.0,0-2-1,0.0%,100.0%,-12.2,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-32.0,1-2-0,33.3%,66.7%,-12.0
Cincinnati,1-2-0,33.3%,66.7%,-1.3,1-0-0,100.0%,0.0%,12.0,1-1-0,50.0%,50.0%,+0.3,,,,,0-2-0,0.0%,100.0%,-8.0,,,,,,,,,1-2-0,33.3%,66.7%,-1.3,1-2-0,33.3%,66.7%,-1.3,,,,,,,,,0-2-0,0.0%,100.0%,-8.0,,,,,0-1-0,0.0%,100.0%,-4.5
Colgate,1-2-0,33.3%,66.7%,-4.7,,,,,1-0-0,100.0%,0.0%,+7.5,0-1-0,0.0%,100.0%,-7.0,0-1-0,0.0%,100.0%,-14.5,0-2-0,0.0%,100.0%,-10.8,0-1-0,0.0%,100.0%,-7.0,1-1-0,50.0%,50.0%,-3.5,1-0-0,100.0%,0.0%,+7.5,,,,,,,,,1-0-0,100.0%,0.0%,+7.5,0-2-0,0.0%,100.0%,-10.8,0-2-0,0.0%,100.0%,-10.8
Wofford,1-2-0,33.3%,66.7%,+4.5,,,,,1-1-0,50.0%,50.0%,+10.0,0-1-0,0.0%,100.0%,-6.5,0-1-0,0.0%,100.0%,-7.5,0-2-0,0.0%,100.0%,-7.0,0-1-0,0.0%,100.0%,-7.5,0-1-0,0.0%,100.0%,-6.5,1-0-0,100.0%,0.0%,+27.5,,,,,,,,,1-1-0,50.0%,50.0%,+10.0,0-1-0,0.0%,100.0%,-6.5,0-1-0,0.0%,100.0%,-6.5
BYU,1-2-0,33.3%,66.7%,-3.2,0-1-0,0.0%,100.0%,-17.5,0-2-0,0.0%,100.0%,-11.0,,,,,1-1-0,50.0%,50.0%,+4.0,,,,,,,,,1-2-0,33.3%,66.7%,-3.2,1-2-0,33.3%,66.7%,-3.2,,,,,,,,,0-1-0,0.0%,100.0%,-4.5,1-0-0,100.0%,0.0%,12.5,1-0-0,100.0%,0.0%,+12.5
Xavier,1-2-0,33.3%,66.7%,+1.8,1-1-0,50.0%,50.0%,5.5,0-1-0,0.0%,100.0%,-4.5,,,,,1-1-0,50.0%,50.0%,+5.0,,,,,,,,,1-2-0,33.3%,66.7%,1.8,1-2-0,33.3%,66.7%,+1.8,,,,,,,,,0-1-0,0.0%,100.0%,-5.5,,,,,1-1-0,50.0%,50.0%,+5.0
Denver,1-2-0,33.3%,66.7%,+5.7,0-2-0,0.0%,100.0%,-7.3,0-1-0,0.0%,100.0%,-1.0,1-0-0,100.0%,0.0%,+31.5,0-1-0,0.0%,100.0%,-13.5,0-2-0,0.0%,100.0%,-7.3,0-2-0,0.0%,100.0%,-7.3,1-0-0,100.0%,0.0%,31.5,1-0-0,100.0%,0.0%,+31.5,,,,,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,+31.5,,,,,1-1-0,50.0%,50.0%,+9.0
CS Fullerton,1-2-1,33.3%,66.7%,+1.0,1-1-1,50.0%,50.0%,5.8,1-0-1,100.0%,0.0%,+14.0,0-2-1,0.0%,100.0%,-8.0,,,,,1-2-1,33.3%,66.7%,1.0,1-2-1,33.3%,66.7%,1.0,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-13.5,,,,,0-1-0,0.0%,100.0%,-13.5,0-1-0,0.0%,100.0%,-10.5
Creighton,1-2-0,33.3%,66.7%,-1.7,,,,,1-0-0,100.0%,0.0%,+29.0,,,,,0-2-0,0.0%,100.0%,-17.0,,,,,,,,,1-2-0,33.3%,66.7%,-1.7,1-2-0,33.3%,66.7%,-1.7,,,,,,,,,1-1-0,50.0%,50.0%,+13.5,0-1-0,0.0%,100.0%,-32.0,0-2-0,0.0%,100.0%,-17.0
NJIT,1-2-0,33.3%,66.7%,-14.3,0-1-0,0.0%,100.0%,-29.0,0-1-0,0.0%,100.0%,-29.0,1-1-0,50.0%,50.0%,-7.0,,,,,1-0-0,100.0%,0.0%,6.0,1-2-0,33.3%,66.7%,-14.3,,,,,0-2-0,0.0%,100.0%,-24.5,,,,,,,,,1-1-0,50.0%,50.0%,-7.0,,,,,1-1-0,50.0%,50.0%,-7.0
TX Southern,1-2-0,33.3%,66.7%,-2.7,0-2-0,0.0%,100.0%,-8.0,0-1-0,0.0%,100.0%,-4.5,0-1-0,0.0%,100.0%,-11.5,1-0-0,100.0%,0.0%,+8.0,1-2-0,33.3%,66.7%,-2.7,1-2-0,33.3%,66.7%,-2.7,,,,,0-0-0,0.0%,0.0%,--,,,,,0-1-0,0.0%,100.0%,-11.5,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,8.0,1-0-0,100.0%,0.0%,+8.0
Kansas,1-2-0,33.3%,66.7%,+1.7,1-1-0,50.0%,50.0%,4.8,0-1-0,0.0%,100.0%,-11.0,,,,,1-1-0,50.0%,50.0%,+8.0,,,,,,,,,1-2-0,33.3%,66.7%,1.7,1-1-0,50.0%,50.0%,+4.8,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-4.5,1-1-0,50.0%,50.0%,+8.0
UCSD,1-2-0,33.3%,66.7%,-5.3,1-1-0,50.0%,50.0%,2.8,0-1-0,0.0%,100.0%,-20.0,1-0-0,100.0%,0.0%,+25.5,0-1-0,0.0%,100.0%,-21.5,0-1-0,0.0%,100.0%,-20.0,0-1-0,0.0%,100.0%,-20.0,1-1-0,50.0%,50.0%,2.0,1-1-0,50.0%,50.0%,+2.0,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-21.5,1-1-0,50.0%,50.0%,+2.0
Auburn,1-2-0,33.3%,66.7%,-5.8,,,,,0-1-0,0.0%,100.0%,-6.0,,,,,1-1-0,50.0%,50.0%,-5.8,,,,,1-0-0,100.0%,0.0%,1.5,0-2-0,0.0%,100.0%,-9.5,0-2-0,0.0%,100.0%,-9.5,,,,,,,,,0-1-0,0.0%,100.0%,-6.0,1-1-0,50.0%,50.0%,-5.8,1-1-0,50.0%,50.0%,-5.8
Alcorn St,1-2-0,33.3%,66.7%,-4.2,1-0-0,100.0%,0.0%,12.5,1-0-0,100.0%,0.0%,+12.5,0-2-0,0.0%,100.0%,-12.5,,,,,1-2-0,33.3%,66.7%,-4.2,1-2-0,33.3%,66.7%,-4.2,,,,,,,,,,,,,0-2-0,0.0%,100.0%,-12.5,0-0-0,0.0%,0.0%,--,0-2-0,0.0%,100.0%,-12.5,0-0-0,0.0%,0.0%,--
U Mass,1-2-0,33.3%,66.7%,+6.3,1-1-0,50.0%,50.0%,10.3,1-1-0,50.0%,50.0%,+13.8,0-1-0,0.0%,100.0%,-1.5,0-1-0,0.0%,100.0%,-8.5,0-1-0,0.0%,100.0%,-8.5,0-2-0,0.0%,100.0%,-5.0,1-0-0,100.0%,0.0%,29.0,1-0-0,100.0%,0.0%,+29.0,,,,,,,,,0-1-0,0.0%,100.0%,-1.5,,,,,0-1-0,0.0%,100.0%,-8.5
Duquesne,1-2-0,33.3%,66.7%,-1.7,1-1-0,50.0%,50.0%,-1.5,1-1-0,50.0%,50.0%,-0.8,0-2-0,0.0%,100.0%,-2.8,,,,,0-1-0,0.0%,100.0%,-2.0,0-2-0,0.0%,100.0%,-2.8,1-0-0,100.0%,0.0%,0.5,1-0-0,100.0%,0.0%,+0.5,,,,,,,,,0-1-0,0.0%,100.0%,-2.0,,,,,0-1-0,0.0%,100.0%,-3.5
Maine,1-2-0,33.3%,66.7%,-6.0,1-0-0,100.0%,0.0%,18.5,1-1-0,50.0%,50.0%,-6.8,0-0-0,0.0%,0.0%,--,0-2-0,0.0%,100.0%,-18.3,1-2-0,33.3%,66.7%,-6.0,1-2-0,33.3%,66.7%,-6.0,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,0-2-0,0.0%,100.0%,-18.3,0-1-0,0.0%,100.0%,-4.5
S Alabama,1-2-0,33.3%,66.7%,-13.3,1-2-0,33.3%,66.7%,-13.3,1-0-0,100.0%,0.0%,+5.5,0-1-0,0.0%,100.0%,-17.5,0-1-0,0.0%,100.0%,-28.0,0-2-0,0.0%,100.0%,-22.8,0-2-0,0.0%,100.0%,-22.8,1-0-0,100.0%,0.0%,5.5,1-0-0,100.0%,0.0%,+5.5,,,,,,,,,,,,,,,,,0-2-0,0.0%,100.0%,-22.8
Sac State,1-2-0,33.3%,66.7%,-17.8,,,,,1-0-0,100.0%,0.0%,+6.5,0-1-0,0.0%,100.0%,-21.5,0-1-0,0.0%,100.0%,-38.5,0-2-0,0.0%,100.0%,-30.0,0-2-0,0.0%,100.0%,-30.0,1-0-0,100.0%,0.0%,6.5,1-0-0,100.0%,0.0%,+6.5,,,,,,,,,1-1-0,50.0%,50.0%,-7.5,0-1-0,0.0%,100.0%,-38.5,0-2-0,0.0%,100.0%,-30.0
E Illinois,1-2-0,33.3%,66.7%,+5.3,1-1-0,50.0%,50.0%,14.8,1-1-0,50.0%,50.0%,+10.3,0-1-0,0.0%,100.0%,-13.5,0-1-0,0.0%,100.0%,-4.5,1-2-0,33.3%,66.7%,5.3,1-2-0,33.3%,66.7%,5.3,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--,0-1-0,0.0%,100.0%,-13.5,,,,,0-1-0,0.0%,100.0%,-4.5
Stanford,1-2-0,33.3%,66.7%,-1.0,1-2-0,33.3%,66.7%,-1.0,0-1-0,0.0%,100.0%,-1.0,,,,,1-1-0,50.0%,50.0%,-1.0,,,,,,,,,1-2-0,33.3%,66.7%,-1.0,1-2-0,33.3%,66.7%,-1.0,,,,,,,,,,,,,,,,,1-1-0,50.0%,50.0%,-1.0
VCU,1-2-0,33.3%,66.7%,-9.0,1-1-0,50.0%,50.0%,1.0,1-1-0,50.0%,50.0%,-10.8,,,,,0-2-0,0.0%,100.0%,-17.3,,,,,,,,,1-2-0,33.3%,66.7%,-9.0,1-1-0,50.0%,50.0%,-10.8,,,,,,,,,0-1-0,0.0%,100.0%,-29.0,,,,,0-1-0,0.0%,100.0%,-5.5
Boston U,1-2-0,33.3%,66.7%,-6.3,1-1-0,50.0%,50.0%,-4.3,1-0-0,100.0%,0.0%,+14.5,0-2-0,0.0%,100.0%,-16.8,,,,,0-2-0,0.0%,100.0%,-16.8,0-2-0,0.0%,100.0%,-16.8,1-0-0,100.0%,0.0%,14.5,1-0-0,100.0%,0.0%,+14.5,,,,,,,,,0-1-0,0.0%,100.0%,-10.5,,,,,0-2-0,0.0%,100.0%,-16.8
San Diego,1-2-0,33.3%,66.7%,-6.7,,,,,0-1-0,0.0%,100.0%,-13.5,0-1-0,0.0%,100.0%,-10.5,1-0-0,100.0%,0.0%,+4.0,,,,,1-0-0,100.0%,0.0%,4.0,0-2-0,0.0%,100.0%,-12.0,1-2-0,33.3%,66.7%,-6.7,,,,,0-1-0,0.0%,100.0%,-10.5,0-1-0,0.0%,100.0%,-13.5,1-1-0,50.0%,50.0%,-3.3,1-0-0,100.0%,0.0%,+4.0
Howard,1-2-0,33.3%,66.7%,-0.5,0-2-0,0.0%,100.0%,-12.8,0-1-0,0.0%,100.0%,-11.0,0-1-0,0.0%,100.0%,-14.5,1-0-0,100.0%,0.0%,+24.0,0-2-0,0.0%,100.0%,-12.8,0-2-0,0.0%,100.0%,-12.8,1-0-0,100.0%,0.0%,24.0,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+24.0,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,24.0,0-1-0,0.0%,100.0%,-14.5
Cleveland St,1-2-0,33.3%,66.7%,-2.2,1-0-0,100.0%,0.0%,7.0,1-0-0,100.0%,0.0%,+7.0,0-1-0,0.0%,100.0%,-6.0,0-1-0,0.0%,100.0%,-7.5,1-2-0,33.3%,66.7%,-2.2,1-2-0,33.3%,66.7%,-2.2,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,0-2-0,0.0%,100.0%,-6.8,0-2-0,0.0%,100.0%,-6.8
UCF,1-2-0,33.3%,66.7%,+4.2,1-2-0,33.3%,66.7%,4.2,0-1-0,0.0%,100.0%,-19.0,,,,,1-1-0,50.0%,50.0%,+15.8,,,,,0-1-0,0.0%,100.0%,-19.0,1-1-0,50.0%,50.0%,15.8,1-2-0,33.3%,66.7%,+4.2,,,,,,,,,,,,,,,,,1-1-0,50.0%,50.0%,+15.8
Jacksonville,1-2-0,33.3%,66.7%,-6.8,0-2-0,0.0%,100.0%,-12.5,0-0-0,0.0%,0.0%,--,1-1-0,50.0%,50.0%,-4.0,0-1-0,0.0%,100.0%,-12.5,1-1-0,50.0%,50.0%,-4.0,1-1-0,50.0%,50.0%,-4.0,0-1-0,0.0%,100.0%,-12.5,0-1-0,0.0%,100.0%,-12.5,,,,,,,,,1-0-0,100.0%,0.0%,+4.5,,,,,1-2-0,33.3%,66.7%,-6.8
Presbyterian,1-2-0,33.3%,66.7%,+7.7,1-0-0,100.0%,0.0%,31.5,1-1-0,50.0%,50.0%,+12.5,0-1-0,0.0%,100.0%,-6.5,0-1-0,0.0%,100.0%,-2.0,1-1-0,50.0%,50.0%,14.8,1-2-0,33.3%,66.7%,7.7,,,,,0-1-0,0.0%,100.0%,-6.5,,,,,0-1-0,0.0%,100.0%,-2.0,0-1-0,0.0%,100.0%,-6.5,0-1-0,0.0%,100.0%,-2.0,,,,
Fairfield,1-2-0,33.3%,66.7%,-19.8,1-1-0,50.0%,50.0%,-14.5,1-1-0,50.0%,50.0%,-12.5,0-2-0,0.0%,100.0%,-32.5,0-0-0,0.0%,0.0%,--,1-2-0,33.3%,66.7%,-19.8,1-1-0,50.0%,50.0%,-12.5,0-1-0,0.0%,100.0%,-34.5,0-0-0,0.0%,0.0%,--,,,,,,,,,0-1-0,0.0%,100.0%,-30.5,,,,,0-1-0,0.0%,100.0%,-34.5
Winthrop,1-2-0,33.3%,66.7%,-13.7,0-1-0,0.0%,100.0%,-9.0,0-1-0,0.0%,100.0%,-9.0,1-0-0,100.0%,0.0%,+11.5,0-2-0,0.0%,100.0%,-26.3,0-1-0,0.0%,100.0%,-43.5,0-1-0,0.0%,100.0%,-43.5,1-1-0,50.0%,50.0%,1.3,0-1-0,0.0%,100.0%,-9.0,,,,,0-1-0,0.0%,100.0%,-43.5,1-0-0,100.0%,0.0%,+11.5,0-1-0,0.0%,100.0%,-43.5,1-0-0,100.0%,0.0%,+11.5
Mississippi,1-2-0,33.3%,66.7%,-13.5,1-2-0,33.3%,66.7%,-13.5,1-0-0,100.0%,0.0%,+0.5,,,,,0-2-0,0.0%,100.0%,-20.5,,,,,,,,,1-2-0,33.3%,66.7%,-13.5,1-2-0,33.3%,66.7%,-13.5,,,,,,,,,,,,,,,,,0-2-0,0.0%,100.0%,-20.5
Bowling Grn,1-2-0,33.3%,66.7%,+8.5,1-1-0,50.0%,50.0%,14.0,0-1-0,0.0%,100.0%,-1.5,1-1-0,50.0%,50.0%,+13.5,,,,,0-1-0,0.0%,100.0%,-1.5,1-1-0,50.0%,50.0%,14.0,0-1-0,0.0%,100.0%,-2.5,1-1-0,50.0%,50.0%,+13.5,,,,,,,,,0-1-0,0.0%,100.0%,-2.5,,,,,1-1-0,50.0%,50.0%,+13.5
Ohio St,1-2-0,33.3%,66.7%,-7.3,1-1-0,50.0%,50.0%,-0.3,1-1-0,50.0%,50.0%,-8.5,,,,,0-2-0,0.0%,100.0%,-13.3,0-1-0,0.0%,100.0%,-5.0,1-1-0,50.0%,50.0%,-0.3,0-1-0,0.0%,100.0%,-21.5,0-1-0,0.0%,100.0%,-21.5,,,,,,,,,0-1-0,0.0%,100.0%,-21.5,,,,,0-1-0,0.0%,100.0%,-5.0
F Dickinson,1-2-0,33.3%,66.7%,+4.2,1-0-0,100.0%,0.0%,27.0,1-0-0,100.0%,0.0%,+27.0,0-1-0,0.0%,100.0%,-12.5,0-1-0,0.0%,100.0%,-2.0,1-2-0,33.3%,66.7%,4.2,1-2-0,33.3%,66.7%,4.2,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,0-2-0,0.0%,100.0%,-7.3,0-2-0,0.0%,100.0%,-7.3
Jackson St,1-2-0,33.3%,66.7%,-2.8,1-0-0,100.0%,0.0%,0.5,1-1-0,50.0%,50.0%,-1.5,0-2-0,0.0%,100.0%,-4.5,,,,,1-2-0,33.3%,66.7%,-2.8,1-2-0,33.3%,66.7%,-2.8,,,,,,,,,,,,,,,,,0-1-0,0.0%,100.0%,-3.5,0-1-0,0.0%,100.0%,-5.5,0-1-0,0.0%,100.0%,-5.5
Colorado St,1-2-0,33.3%,66.7%,+0.3,1-2-0,33.3%,66.7%,0.3,0-1-0,0.0%,100.0%,-5.0,,,,,1-1-0,50.0%,50.0%,+3.0,,,,,,,,,1-2-0,33.3%,66.7%,0.3,1-2-0,33.3%,66.7%,+0.3,,,,,,,,,,,,,,,,,1-1-0,50.0%,50.0%,+3.0
Geo Wshgtn,1-2-0,33.3%,66.7%,-4.2,0-2-0,0.0%,100.0%,-10.5,0-1-0,0.0%,100.0%,-10.5,,,,,1-1-0,50.0%,50.0%,-1.0,,,,,,,,,1-2-0,33.3%,66.7%,-4.2,1-2-0,33.3%,66.7%,-4.2,,,,,,,,,,,,,1-0-0,100.0%,0.0%,8.5,1-1-0,50.0%,50.0%,-1.0
Kansas St,1-2-0,33.3%,66.7%,-3.3,1-0-0,100.0%,0.0%,5.0,1-1-0,50.0%,50.0%,-1.3,,,,,0-2-0,0.0%,100.0%,-7.5,,,,,,,,,1-2-0,33.3%,66.7%,-3.3,1-2-0,33.3%,66.7%,-3.3,,,,,,,,,0-2-0,0.0%,100.0%,-7.5,,,,,0-1-0,0.0%,100.0%,-7.5
W Michigan,1-2-0,33.3%,66.7%,-9.2,0-1-0,0.0%,100.0%,-25.0,0-1-0,0.0%,100.0%,-25.0,0-1-0,0.0%,100.0%,-3.5,1-0-0,100.0%,0.0%,+1.0,1-1-0,50.0%,50.0%,-12.0,1-1-0,50.0%,50.0%,-12.0,0-1-0,0.0%,100.0%,-3.5,0-1-0,0.0%,100.0%,-3.5,,,,,,,,,1-1-0,50.0%,50.0%,-1.3,,,,,1-1-0,50.0%,50.0%,-1.3
LSU,1-2-0,33.3%,66.7%,-5.3,,,,,1-0-0,100.0%,0.0%,+8.0,,,,,0-2-0,0.0%,100.0%,-12.0,0-1-0,0.0%,100.0%,-7.5,0-1-0,0.0%,100.0%,-7.5,1-1-0,50.0%,50.0%,-4.3,1-1-0,50.0%,50.0%,-4.3,,,,,,,,,1-0-0,100.0%,0.0%,+8.0,0-2-0,0.0%,100.0%,-12.0,0-2-0,0.0%,100.0%,-12.0
Troy,1-2-0,33.3%,66.7%,-15.8,1-1-0,50.0%,50.0%,-17.8,1-1-0,50.0%,50.0%,-4.3,,,,,0-2-0,0.0%,100.0%,-25.5,0-2-0,0.0%,100.0%,-25.5,0-1-0,0.0%,100.0%,-39.0,1-1-0,50.0%,50.0%,-4.3,1-0-0,100.0%,0.0%,+3.5,,,,,,,,,0-1-0,0.0%,100.0%,-12.0,,,,,0-1-0,0.0%,100.0%,-39.0
Michigan St,1-2-0,33.3%,66.7%,+0.8,1-1-0,50.0%,50.0%,3.5,0-2-0,0.0%,100.0%,-4.8,,,,,1-1-0,50.0%,50.0%,+3.8,,,,,0-1-0,0.0%,100.0%,-4.5,1-1-0,50.0%,50.0%,3.5,1-1-0,50.0%,50.0%,+3.5,,,,,,,,,0-1-0,0.0%,100.0%,-4.5,,,,,1-0-0,100.0%,0.0%,+12.0
Queens,1-2-0,33.3%,66.7%,-14.0,0-1-0,0.0%,100.0%,-38.5,0-0-0,0.0%,0.0%,--,0-1-0,0.0%,100.0%,-4.5,1-1-0,50.0%,50.0%,-18.8,1-1-0,50.0%,50.0%,-1.8,1-1-0,50.0%,50.0%,-1.8,0-1-0,0.0%,100.0%,-38.5,0-1-0,0.0%,100.0%,-38.5,0-1-0,0.0%,100.0%,-4.5,,,,,0-0-0,0.0%,0.0%,--,1-1-0,50.0%,50.0%,-1.8,1-1-0,50.0%,50.0%,-18.8
Seattle,1-2-0,33.3%,66.7%,+5.7,,,,,1-1-0,50.0%,50.0%,+13.3,0-2-0,0.0%,100.0%,-8.0,,,,,1-1-0,50.0%,50.0%,13.3,,,,,1-2-0,33.3%,66.7%,5.7,0-1-0,0.0%,100.0%,-9.5,,,,,,,,,1-1-0,50.0%,50.0%,+13.3,0-1-0,0.0%,100.0%,-9.5,0-1-0,0.0%,100.0%,-9.5
